t0: 0.976 day
velocity temperature densities electron_densities H He C N O F Ne Na Mg Al Si P S Cl Ar K Ca Sc Ti V Cr Mn Fe Co Ni Ba Cl35 Cl36 Cl37 Ar36 Ar37 Ar38 Ar39 Ar40 Ar41 K37 K38 K39 K40 K41 K42 K43 Ca40 Ca41 Ca42 Ca43 Ca44 Ca45 Ca46 Sc41 Sc42 Sc43 Sc44 Sc45 Sc46 Sc47 Ti43 Ti44 Ti45 Ti46 Ti47 Ti48 Ti49 Ti50 V45 V46 V47 V48 V49 V50 V51 V52 Cr45 Cr46 Cr47 Cr48 Cr49 Cr50 Cr51 Cr52 Cr53 Cr54 Cr55 Cr56 Cr57 Cr58 Cr59 Mn49 Mn50 Mn51 Mn52 Mn53 Mn54 Mn55 Mn56 Mn57 Mn58 Mn59 Mn60 Fe50 Fe51 Fe52 Fe53 Fe54 Fe55 Fe56 Fe57 Fe58 Fe59 Fe60 Fe61 Fe62 Co53 Co54 Co55 Co56 Co57 Co58 Co59 Co60 Co61 Ni55 Ni56 Ni57 Ni58 Ni59 Ni60 Ni61 Ni62 Ni63 Ni64
16097.282 8128.5232 7.3104628e-11 1.8643172e+12 0.0 0.0 1.0555756e-05 0.0 0.54588998 0.0 7.8094052e-06 1.9300637e-08 0.04575818 0.0017194763 0.29901315 0.0 0.089795375 0.00019131069 0.010514028 0.00012686544 0.0037400825 2.9577639e-08 2.9171751e-05 1.797544e-06 0.0001811693 1.2563226e-05 0.0020903628 8.842685e-05 0.00082964279 0.0 0.00018490001 2.5333221e-06 3.8773604e-06 0.007780969 5.7340249e-05 0.0026757083 6.4681374e-09 3.5676563e-09 3.5543437e-19 0.0 0.0 0.00012680885 4.25887e-08 1.4005575e-08 1.0570346e-12 4.3472863e-14 0.0036755621 9.7305811e-06 5.4670444e-05 6.7332425e-08 5.2072447e-08 2.7604362e-11 1.5769853e-11 1.1456857e-20 8.9174551e-14 4.725172e-11 7.6241407e-11 2.8772202e-08 5.1509922e-10 1.6675517e-10 4.1149635e-20 9.206294e-07 2.0900574e-07 2.5808863e-05 6.7249969e-07 1.5189255e-06 1.8789757e-08 2.3037524e-08 1.0250487e-20 5.639879e-12 1.1860036e-08 4.5236014e-07 7.6751732e-07 2.788027e-08 5.3785987e-07 6.0739332e-11 0.0 0.0 1.5006522e-14 3.6487455e-07 4.1592671e-17 5.8687315e-05 4.7794138e-06 0.00011731082 2.2217593e-08 4.6663946e-09 2.4638674e-15 1.0658577e-16 0.0 0.0 0.0 3.2541971e-19 1.226697e-11 2.6796755e-16 4.5764606e-08 1.217745e-05 8.2744025e-08 2.5724674e-07 8.7144633e-12 1.4094713e-13 1.556366e-18 2.4254892e-16 1.1482823e-20 0.0 9.1133737e-14 1.0262408e-06 2.6905428e-06 0.0015563444 5.7344488e-05 0.00045668514 4.6771306e-07 1.5785562e-05 7.6234679e-11 1.6283309e-08 1.3890422e-14 2.3484738e-09 1.0045606e-20 8.7893022e-11 3.5734288e-06 8.2360602e-06 9.1554735e-06 8.0789311e-07 6.6647146e-05 6.7604046e-09 1.4944097e-13 0.0 6.5786312e-05 3.4004127e-06 0.00011489703 1.5884907e-05 0.00057653367 3.1651795e-06 4.9934939e-05 1.3944944e-09 3.8948408e-08
16217.408 7191.0072 7.2787533e-11 1.0612823e+12 0.0 0.0 9.6459892e-06 0.0 0.57589092 0.0 8.0542948e-06 2.1667972e-08 0.051616547 0.0019647619 0.2790855 0.0 0.078044719 0.00016716004 0.0081459407 9.2151544e-05 0.0024568528 2.805799e-08 2.1627861e-05 1.5061582e-06 0.00013386802 8.4815913e-06 0.0014315801 9.3922541e-05 0.00082671232 0.0 0.0001601513 2.8946136e-06 4.1141209e-06 0.0058715787 4.9041835e-05 0.0022253096 6.3670669e-09 4.1004806e-09 4.1874527e-19 0.0 0.0 9.2098059e-05 3.8088421e-08 1.5395665e-08 1.2385309e-12 4.9175756e-14 0.0024072856 7.2421889e-06 4.2208528e-05 6.0831844e-08 5.5535382e-08 3.1940536e-11 1.8640816e-11 1.085727e-20 5.3901469e-14 3.2971573e-11 5.927967e-11 2.7187233e-08 5.8881165e-10 1.8963943e-10 2.8082917e-20 5.8878049e-07 1.3555479e-07 1.8570198e-05 6.087745e-07 1.6771272e-06 2.0907121e-08 2.6517991e-08 1.0146036e-20 3.3016872e-12 7.6909694e-09 2.74775e-07 6.093341e-07 3.1484481e-08 5.8279978e-07 7.0526849e-11 0.0 0.0 8.7125207e-15 2.150913e-07 2.5290204e-17 3.8841563e-05 4.1108584e-06 9.0673956e-05 2.1586674e-08 4.9643591e-09 2.714526e-15 1.3834017e-16 0.0 0.0 0.0 1.9311761e-19 7.1226127e-12 1.564076e-16 2.6573838e-08 8.1380287e-06 6.9975397e-08 2.469969e-07 9.2094229e-12 1.6450241e-13 2.0178865e-18 3.1623758e-16 1.1934328e-20 0.0 5.2908308e-14 5.9590062e-07 1.5681535e-06 0.00094354745 3.8714812e-05 0.00042733157 5.0003538e-07 1.9297835e-05 9.4057424e-11 2.1230427e-08 1.8110634e-14 3.0619919e-09 1.0025104e-20 5.1027408e-11 2.0774675e-06 4.794057e-06 6.494401e-06 9.5145396e-07 7.959699e-05 8.1204852e-09 1.9144273e-13 0.0 3.8196076e-05 1.9791301e-06 8.1777281e-05 1.7958915e-05 0.00062368298 3.5091359e-06 5.955777e-05 1.6712861e-09 4.9356979e-08
16332.271 6717.7895 6.4229021e-11 6.8475936e+11 0.0 0.0 9.2568719e-06 0.0 0.59483447 0.0 8.243709e-06 2.4633596e-08 0.056963721 0.002205594 0.26351473 0.0 0.071517984 0.00014952873 0.0067992804 7.0828194e-05 0.001763609 2.7673408e-08 1.7364558e-05 1.4092965e-06 0.00010635865 6.212321e-06 0.0010868601 0.00010521913 0.0008392716 0.0 0.0001417753 3.295458e-06 4.4579749e-06 0.0048732336 4.4639902e-05 0.0018813961 6.0957129e-09 4.6707513e-09 4.8952131e-19 0.0 0.0 7.0776469e-05 3.4729504e-08 1.6993933e-08 1.4425234e-12 5.4706171e-14 0.001723786 5.7891658e-06 3.3918786e-05 5.5357315e-08 5.9621862e-08 3.6618586e-11 2.1874417e-11 1.0560929e-20 3.6512814e-14 2.4585e-11 4.8172466e-11 2.6718743e-08 6.6938142e-10 2.1248952e-10 2.1854835e-20 4.1244117e-07 9.5775857e-08 1.4394779e-05 5.7566101e-07 1.8326893e-06 2.3157706e-08 3.0054056e-08 1.0094624e-20 2.1757299e-12 5.4486125e-09 1.8711504e-07 5.4154303e-07 3.5178511e-08 6.3992831e-07 8.0840157e-11 0.0 0.0 5.7123392e-15 1.4232834e-07 1.7089454e-17 2.8642946e-05 3.8643395e-06 7.3683264e-05 2.0677639e-08 5.0974377e-09 2.905495e-15 1.8068977e-16 0.0 0.0 0.0 1.300569e-19 4.6701627e-12 1.0289603e-16 1.7423798e-08 5.9015757e-06 6.0697935e-08 2.3260934e-07 9.2852829e-12 1.9035256e-13 2.6335954e-18 4.1495308e-16 1.2539181e-20 0.0 3.4688455e-14 3.9071705e-07 1.0296668e-06 0.00063425595 2.8444838e-05 0.00039861848 5.2506473e-07 2.3563363e-05 1.1608468e-10 2.7857696e-08 2.3764153e-14 4.0178419e-09 1.0015328e-20 3.3455352e-11 1.3627257e-06 3.1481594e-06 5.0592961e-06 1.1214787e-06 9.4517731e-05 9.7078917e-09 2.4653048e-13 0.0 2.5042924e-05 1.2985605e-06 6.6439819e-05 2.0411814e-05 0.00065164779 3.783008e-06 7.0582906e-05 1.9922898e-09 6.2781483e-08
16448.961 6416.9517 5.1096089e-11 4.7584888e+11 0.0 0.0 9.2202136e-06 0.0 0.60779545 0.0 8.4145067e-06 2.8564292e-08 0.062102604 0.0024502991 0.25009678 0.0 0.067920969 0.00013551674 0.0060277478 5.7060599e-05 0.0013958182 2.8062108e-08 1.4970931e-05 1.4169652e-06 8.9744052e-05 4.9535262e-06 0.00090955045 0.00012035367 0.00085907645 0.0 0.00012687921 3.7451722e-06 4.89236e-06 0.0043889961 4.2574564e-05 0.0015961661 5.7207774e-09 5.3006832e-09 5.6956869e-19 0.0 0.0 5.7009706e-05 3.2054709e-08 1.8837197e-08 1.673837e-12 6.0476891e-14 0.0013627865 4.9280222e-06 2.7988808e-05 5.0462575e-08 6.439691e-08 4.1793683e-11 2.5565075e-11 1.0426284e-20 2.8242025e-14 1.9529132e-11 4.0372622e-11 2.7006395e-08 7.5973004e-10 2.3605337e-10 1.9025057e-20 3.2176935e-07 7.4840608e-08 1.1966227e-05 5.6053528e-07 1.9883368e-06 2.552201e-08 3.3700138e-08 1.0071271e-20 1.6592748e-12 4.2709767e-09 1.4548478e-07 5.221984e-07 3.9040085e-08 7.058775e-07 9.1805349e-11 0.0 0.0 4.3490902e-15 1.086918e-07 1.3149862e-17 2.3762353e-05 3.8580089e-06 6.1990247e-05 1.9601302e-08 5.1504883e-09 3.0775021e-15 2.4017034e-16 0.0 0.0 0.0 1.0140393e-19 3.55569e-12 7.8473592e-17 1.3265809e-08 4.6714259e-06 5.3373691e-08 2.1544798e-07 9.1138273e-12 2.2331414e-13 3.4986296e-18 5.5393177e-16 1.3390738e-20 0.0 2.6409865e-14 2.9747692e-07 7.843377e-07 0.00048711357 2.2739146e-05 0.00036938569 5.4706788e-07 2.8640466e-05 1.4303515e-10 3.7187948e-08 3.1723582e-14 5.3635553e-09 1.0010885e-20 2.547109e-11 1.0376715e-06 2.3982462e-06 4.2786267e-06 1.3195241e-06 0.00011130807 1.1513589e-08 3.2137083e-13 0.0 1.9066379e-05 9.8891352e-07 6.0526738e-05 2.3171462e-05 0.0006682636 4.0198192e-06 8.2957104e-05 2.3562833e-09 8.0081918e-08
16578.431 6179.7297 4.2097724e-11 3.6176401e+11 0.0 0.0 9.6579795e-06 0.0 0.6191481 0.0 8.6299667e-06 3.642311e-08 0.067024218 0.0027045801 0.23709473 0.0 0.065366201 0.00012277632 0.0054727554 4.5529273e-05 0.0011167405 2.9288456e-08 1.3083462e-05 1.4544046e-06 7.6232388e-05 3.9686697e-06 0.00077462919 0.00013916498 0.00087748641 0.0 0.00011297578 4.3202765e-06 5.4802646e-06 0.0040974306 4.1845373e-05 0.0013334679 5.3169623e-09 6.1152332e-09 6.7457664e-19 0.0 0.0 4.5478039e-05 2.9915517e-08 2.1316533e-08 1.9772508e-12 6.7788975e-14 0.0010895155 4.270895e-06 2.2837121e-05 4.6024659e-08 7.0824104e-08 4.840337e-11 3.054477e-11 1.0332582e-20 2.2349694e-14 1.5421764e-11 3.3728926e-11 2.8098621e-08 8.7928454e-10 2.6137763e-10 1.705596e-20 2.5392756e-07 5.89544e-08 1.002213e-05 5.5099474e-07 2.1322067e-06 2.7866497e-08 3.7381685e-08 1.0055022e-20 1.2975891e-12 3.3762235e-09 1.156807e-07 5.1454991e-07 4.3169305e-08 7.7752345e-07 1.0375029e-10 0.0 0.0 3.4003512e-15 8.5011833e-08 1.0307367e-17 2.027809e-05 3.9240324e-06 5.1921453e-05 1.8528888e-08 5.2724526e-09 3.3240542e-15 3.7118183e-16 0.0 0.0 0.0 8.1463743e-20 2.7800333e-12 6.1427385e-17 1.0371951e-08 3.7138541e-06 4.6982607e-08 1.9744904e-07 8.8537417e-12 2.9303052e-13 5.4048865e-18 8.606597e-16 1.5270137e-20 0.0 2.0648611e-14 2.3258408e-07 6.1329849e-07 0.00038159522 1.8252857e-05 0.0003375044 5.7317873e-07 3.5791348e-05 1.8455772e-10 5.7779555e-08 4.9290169e-14 8.333563e-09 1.0007797e-20 1.991465e-11 8.1131947e-07 1.875376e-06 3.6691691e-06 1.5839402e-06 0.00013121144 1.3716222e-08 4.743658e-13 0.0 1.4907105e-05 7.7322593e-07 5.6533607e-05 2.6229985e-05 0.00067707601 4.2340964e-06 9.7619012e-05 2.7994369e-09 1.1057781e-07
16764.43 5917.8968 3.4850916e-11 2.8077153e+11 0.0 0.0 1.193574e-05 0.0 0.63113994 0.0 9.0675058e-06 6.621276e-08 0.072083983 0.0030212152 0.22225102 0.0 0.063608661 0.00010978121 0.0051057747 3.4132609e-05 0.00084980253 3.2732692e-08 1.1219572e-05 1.5166231e-06 6.2963416e-05 3.0025962e-06 0.00063793824 0.00016841924 0.00088952352 0.0 9.7930856e-05 5.31074e-06 6.5396094e-06 0.003998316 4.3413972e-05 0.0010640323 4.8457981e-09 7.5480752e-09 8.6624825e-19 0.0 0.0 3.4078079e-05 2.8658008e-08 2.5870054e-08 2.5276952e-12 8.0797506e-14 0.00082818254 3.7420662e-06 1.7753331e-05 4.2011177e-08 8.2480428e-08 5.9934858e-11 4.0045728e-11 1.0241732e-20 1.6798495e-14 1.1393903e-11 2.7521048e-11 3.1296633e-08 1.1019252e-09 2.9520276e-10 1.5147996e-20 1.8864339e-07 4.3569589e-08 8.109864e-06 5.4511866e-07 2.260417e-06 3.0439793e-08 4.1519359e-08 1.0039265e-20 9.4685417e-13 2.502788e-09 8.6787554e-08 5.0998935e-07 4.8716486e-08 8.685062e-07 1.1978893e-10 0.0 0.0 2.4805651e-15 6.2034048e-08 7.5438801e-18 1.6980036e-05 4.0531811e-06 4.1845e-05 1.7447223e-08 5.7173837e-09 3.9215703e-15 9.4628099e-16 0.0 0.0 0.0 6.2132286e-20 2.0280411e-12 4.4901515e-17 7.566388e-09 2.7769209e-06 4.1427421e-08 1.766704e-07 8.4874481e-12 5.8167199e-13 1.3767978e-17 2.2094596e-15 2.3534662e-20 0.0 1.5063175e-14 1.6967121e-07 4.4745705e-07 0.00027906702 1.379501e-05 0.00029411482 6.1758725e-07 4.9558722e-05 2.8578059e-10 1.4628402e-07 1.2644468e-13 2.1387757e-08 1.0004817e-20 1.4527748e-11 5.9186465e-07 1.3683476e-06 3.0575048e-06 2.0612977e-06 0.00016132292 1.7292327e-08 9.5998852e-13 0.0 1.087474e-05 5.6410139e-07 5.149071e-05 3.0351449e-05 0.00067182948 4.4420199e-06 0.00011978244 3.5109034e-09 1.8506654e-07
17197.386 5479.7196 2.4420507e-11 1.8411715e+11 0.0 0.0 3.1934471e-05 0.0 0.64873831 0.0 1.1380382e-05 3.874488e-07 0.079152406 0.0036416429 0.19893926 0.0 0.062319022 9.2235431e-05 0.0049418401 1.8475545e-05 0.0004939616 4.3800809e-08 8.6511295e-06 1.6557602e-06 4.4705595e-05 1.6939888e-06 0.00044599655 0.00022353615 0.00089286554 0.0 7.5765075e-05 7.5298766e-06 8.9404791e-06 0.0042149708 4.9892504e-05 0.00067696177 4.1344316e-09 1.0821202e-08 1.4074221e-18 0.0 0.0 1.8409289e-05 2.9434538e-08 3.6817511e-08 4.0101321e-12 1.1618608e-13 0.00047980247 3.2612629e-06 1.0751121e-05 3.8328005e-08 1.0825814e-07 8.8377117e-11 6.8423313e-11 1.0117353e-20 1.092961e-14 5.9146568e-12 2.1329233e-11 4.1643906e-08 1.7646397e-09 3.6500854e-10 1.2554064e-20 1.037552e-07 2.3050025e-08 5.4944172e-06 5.4683656e-07 2.4006173e-06 3.5392337e-08 4.7060821e-08 1.0017754e-20 4.67596e-13 1.3165963e-09 4.7619003e-08 5.3274848e-07 6.254003e-08 1.0113842e-06 1.514266e-10 0.0 0.0 1.2210248e-15 3.05741e-08 3.7635774e-18 1.2637478e-05 4.3159642e-06 2.7697492e-05 1.6204049e-08 7.8816397e-09 7.2966123e-15 9.9789107e-15 0.0 0.0 0.0 3.5662718e-20 9.9823459e-13 2.2297783e-17 3.7243098e-09 1.5042921e-06 3.9394052e-08 1.46565e-07 8.2836599e-12 4.0409223e-12 1.4361199e-16 2.3368272e-14 1.5354857e-19 0.0 7.4141646e-15 8.3515166e-08 2.2035122e-07 0.00013870265 7.6439093e-06 0.00021384015 7.2718664e-07 8.329239e-05 9.022708e-10 1.2646486e-06 1.2974872e-12 2.2084835e-07 1.0000727e-20 7.1506084e-12 2.9133254e-07 6.7399479e-07 2.1987414e-06 3.1544174e-06 0.00021719104 2.6614989e-08 4.1193691e-12 0.0 5.3525879e-06 2.777069e-07 4.1499062e-05 3.7842703e-05 0.00064191721 4.8742259e-06 0.0001606571 5.1703177e-09 4.3977534e-07
17814.119 5066.2486 1.6428165e-11 1.1921949e+11 0.0 0.0 0.00011266138 0.0 0.66078182 0.0 2.2965835e-05 1.9884343e-06 0.083305106 0.0044179724 0.18107959 0.0 0.063013389 8.5560219e-05 0.0053538575 9.3385722e-06 0.00029544116 6.4263415e-08 7.0847164e-06 1.8561603e-06 3.361081e-05 9.9553242e-07 0.00033121698 0.00027284977 0.00087263331 0.0 6.3931865e-05 1.0012891e-05 1.1615464e-05 0.0048749165 6.0214547e-05 0.00041870819 3.7828863e-09 1.4433658e-08 2.4329681e-18 0.0 0.0 9.2518129e-06 3.6509634e-08 5.0243019e-08 6.4261884e-12 1.7068594e-13 0.00028541034 3.3741405e-06 6.4785985e-06 4.2025107e-08 1.3581096e-07 1.2914421e-10 1.1440904e-10 1.0043493e-20 1.7234303e-14 2.8594763e-12 2.8144822e-11 6.0781869e-08 3.0109459e-09 4.395784e-10 1.1232082e-20 6.9565778e-08 1.2578353e-08 3.9511653e-06 5.6401835e-07 2.3953773e-06 4.2724776e-08 4.9286559e-08 1.0005717e-20 1.8903935e-13 6.6942805e-10 2.5849835e-08 6.5260178e-07 8.4535662e-08 1.09231e-06 1.9338637e-10 0.0 0.0 4.7040346e-16 1.1846154e-08 1.5294668e-18 1.031909e-05 4.584304e-06 1.8666171e-05 1.6743067e-08 1.2656502e-08 2.0681999e-14 1.1820747e-13 0.0 0.0 0.0 1.9921235e-20 3.8401608e-13 8.9475318e-18 1.4323555e-09 8.1172505e-07 5.4612425e-08 1.2772852e-07 9.9100812e-12 2.3500669e-11 1.6184052e-15 2.6718471e-13 1.7221349e-18 0.0 2.8510233e-15 3.2119617e-08 8.4905254e-08 5.5032861e-05 3.9736677e-06 0.0001363656 8.6034299e-07 0.0001251603 3.6409286e-09 7.6616482e-06 1.1860974e-11 2.041873e-06 9.9982661e-21 2.7496406e-12 1.120514e-07 2.5991818e-07 1.6598908e-06 4.387204e-06 0.00026638001 5.0679094e-08 1.3663719e-11 0.0 2.0582342e-06 1.0684291e-07 3.0282064e-05 4.4975031e-05 0.00059127609 5.9728966e-06 0.00019703831 8.0878414e-09 9.1574296e-07
18538.329 4723.5709 1.1681418e-11 82888644000.0 0.0 0.0 0.0003557452 0.0 0.66735838 0.0 8.8408405e-05 7.3302397e-06 0.084711829 0.0053485042 0.16990474 0.0 0.064450362 0.0001008178 0.0059776323 6.800769e-06 0.00022010453 9.3431082e-08 6.3458868e-06 2.1613142e-06 2.8398734e-05 9.5554402e-07 0.00029576171 0.00029810609 0.00083752465 0.0 7.610492e-05 1.1508701e-05 1.3204174e-05 0.0056285603 7.0184609e-05 0.00027886651 4.3629187e-09 1.6480793e-08 4.7134209e-18 0.0 0.0 6.6840104e-06 5.7026836e-08 5.9721398e-08 1.0065812e-11 2.3000881e-13 0.00021161985 3.8117002e-06 4.4641441e-06 5.6158572e-08 1.5233311e-07 1.810475e-10 1.6093259e-10 1.0015915e-20 6.521885e-14 2.4890686e-12 6.7790307e-11 8.8005069e-08 4.8746472e-09 4.8102183e-10 1.3306715e-20 9.7049252e-08 1.1924898e-08 3.3085718e-06 5.8675986e-07 2.2361458e-06 5.6172408e-08 4.9262813e-08 1.001119e-20 1.1134016e-13 6.9131624e-10 2.2090216e-08 9.5087211e-07 1.1263727e-07 1.0747388e-06 2.8432598e-10 0.0 0.0 1.5379046e-16 3.8749583e-09 6.2810216e-19 9.5755071e-06 4.7941323e-06 1.3983702e-05 2.208057e-08 1.9435032e-08 8.3270224e-14 1.6031583e-12 0.0 0.0 0.0 1.3700456e-20 1.1828098e-13 3.7496759e-18 4.3752992e-10 7.4682597e-07 8.9777925e-08 1.183717e-07 2.0823439e-11 1.0659336e-10 2.016707e-14 3.3315146e-12 2.3783249e-17 0.0 8.6980467e-16 9.8113169e-09 2.6243862e-08 1.8719675e-05 2.4304832e-06 7.8674529e-05 9.1524687e-07 0.00015061441 1.2780207e-08 3.0757622e-05 7.8537715e-11 1.3600821e-05 9.9972003e-21 8.3838788e-13 3.4219283e-08 8.077506e-08 1.432604e-06 5.0377724e-06 0.00029137448 1.4619947e-07 3.4034992e-11 0.0 6.2746816e-07 3.2637236e-08 2.0255175e-05 4.9867936e-05 0.00053580589 1.0082126e-05 0.00021923054 1.5642841e-08 1.6072318e-06
19311.827 4434.2441 8.6232602e-12 60353227000.0 0.0 0.0 0.00091144655 0.0 0.67048061 0.0 0.00040655815 1.8566786e-05 0.084829293 0.0063713692 0.16312736 0.0 0.065543235 0.00015713026 0.0064997158 1.0197803e-05 0.00020124055 1.2603914e-07 6.0690616e-06 2.6146867e-06 2.5948688e-05 1.4422885e-06 0.00031857648 0.00029466657 0.00079383105 0.0 0.00013263029 1.1388084e-05 1.3111886e-05 0.0062198236 7.7122705e-05 0.00020274626 6.7171694e-09 1.6431747e-08 1.0486367e-17 0.0 0.0 1.0035414e-05 1.0106129e-07 6.1312002e-08 1.5545292e-11 2.7916765e-13 0.00019320159 4.2432383e-06 3.5622929e-06 7.7483631e-08 1.555079e-07 2.4699332e-10 1.8911559e-10 1.0053206e-20 2.2956683e-13 5.7045654e-12 1.6217425e-10 1.1840032e-07 6.9965644e-09 4.7414709e-10 3.6782959e-20 1.7801042e-07 1.7605709e-08 3.1387696e-06 6.1234907e-07 1.9932661e-06 7.8628251e-08 5.043251e-08 1.0118675e-20 2.718151e-13 1.9184389e-09 3.5516553e-08 1.4460205e-06 1.4332113e-07 9.8735294e-07 5.5681991e-10 0.0 0.0 1.3399248e-16 1.6565033e-09 4.8173962e-19 9.5467978e-06 4.9262865e-06 1.1410172e-05 3.6544814e-08 2.7211901e-08 4.1090609e-13 1.8283628e-11 0.0 0.0 0.0 1.7042905e-20 3.555999e-14 4.1167469e-18 1.072484e-10 1.1905294e-06 1.3494059e-07 1.1617323e-07 9.1598468e-11 4.1068923e-10 2.1602055e-13 3.545067e-11 2.8163831e-16 0.0 2.141513e-16 2.4049739e-09 7.070647e-09 6.5477706e-06 1.9905172e-06 4.2665934e-05 8.3223523e-07 0.00013948801 3.0003242e-08 7.4955087e-05 3.0185554e-10 5.2057141e-05 9.9968503e-21 2.0091227e-13 8.3283352e-09 2.2889078e-08 1.4939938e-06 4.7021965e-06 0.00028798118 4.5790503e-07 7.0488737e-11 0.0 1.4971184e-07 7.8842423e-09 1.2559554e-05 5.1184687e-05 0.00047982264 2.0891782e-05 0.0002266204 3.8046654e-08 2.5563407e-06
20095.425 4192.557 6.2641315e-12 43473825000.0 0.0 0.0 0.0019327696 0.0 0.67104572 0.0 0.0016458685 3.4548272e-05 0.085504932 0.0073482557 0.15841539 0.0 0.065436238 0.00026466287 0.0067284122 1.8745817e-05 0.0001963667 1.5320489e-07 6.0917185e-06 3.178032e-06 2.4371321e-05 2.1283192e-06 0.00037556052 0.00027116214 0.00074544929 0.0 0.0002428715 1.0021558e-05 1.1769817e-05 0.0064963146 7.951562e-05 0.00015255578 1.1221536e-08 1.4978193e-08 2.4131331e-17 0.0 0.0 1.8526872e-05 1.6293566e-07 5.5987513e-08 2.2078299e-11 3.2010524e-13 0.00018862232 4.4356674e-06 3.0611007e-06 9.4922029e-08 1.5216488e-07 3.1604789e-10 2.0130798e-10 1.0363916e-20 6.4903335e-13 1.6227543e-11 3.0022694e-10 1.4373338e-07 8.7058374e-09 4.4856685e-10 1.7360748e-19 2.7484388e-07 2.5066644e-08 3.16502e-06 6.5391541e-07 1.8095581e-06 1.0644166e-07 5.6872738e-08 1.0798724e-20 9.5033105e-13 6.3112079e-09 6.6950255e-08 2.042942e-06 1.7421061e-07 8.8631008e-07 1.306959e-09 0.0 0.0 6.5508198e-16 2.0478195e-09 7.1496051e-19 9.6543011e-06 4.97702e-06 9.6422846e-06 5.9564457e-08 3.5955937e-08 2.0702274e-12 1.4498203e-10 0.0 0.0 0.0 4.8063816e-20 4.1683615e-14 9.9610406e-18 2.7768078e-11 1.8279133e-06 1.7181795e-07 1.2618393e-07 5.0670861e-10 1.5952971e-09 1.6659127e-12 2.7245325e-10 2.3524778e-15 0.0 8.4914398e-17 6.2268065e-10 2.891868e-09 3.3240125e-06 1.9614187e-06 2.3946828e-05 7.1208759e-07 0.00010087235 4.5961785e-08 0.00011491961 7.6221918e-10 0.00012977397 9.9967646e-21 4.1903824e-14 1.983692e-09 1.2009951e-08 1.8613333e-06 3.7707511e-06 0.00026427619 1.2397402e-06 1.3493201e-10 0.0 2.8369772e-08 1.650351e-09 7.6321897e-06 4.8881149e-05 0.00042437637 3.9370991e-05 0.00022123628 9.8204256e-08 3.8240869e-06
20882.246 3987.9718 4.448735e-12 30689683000.0 0.0 0.0 0.0037098081 0.0 0.66860492 0.0 0.0053835099 5.5070307e-05 0.088521893 0.0082596242 0.15353956 0.0 0.063312571 0.0004085002 0.006567812 3.0197568e-05 0.00018726571 1.7509554e-07 6.4473943e-06 3.8554613e-06 2.2904341e-05 2.6881535e-06 0.00044809586 0.00024041313 0.00069468851 0.0 0.0003905894 8.0755557e-06 9.8352464e-06 0.0063806764 7.6686504e-05 0.00011041906 1.7280839e-08 1.2797728e-08 5.9346641e-17 0.0 0.0 2.9929267e-05 2.2151234e-07 4.6761011e-08 2.7583427e-11 4.425743e-13 0.00018004782 4.3020071e-06 2.6606211e-06 1.0363045e-07 1.5100855e-07 3.8334143e-10 2.4690436e-10 1.1583535e-20 1.5646872e-12 4.2456019e-11 4.5156431e-10 1.6404833e-07 1.0060695e-08 4.9093178e-10 7.4895477e-19 3.4987499e-07 3.1331987e-08 3.2944677e-06 7.4904918e-07 1.8102123e-06 1.3743787e-07 7.5020317e-08 1.3398943e-20 2.8716881e-12 1.8271039e-08 1.2113039e-07 2.6972423e-06 2.1024628e-07 8.0542108e-07 3.1473524e-09 0.0 0.0 2.9729323e-15 4.022502e-09 1.2046175e-18 9.6260527e-06 4.9531442e-06 8.1860026e-06 8.4623551e-08 4.9591318e-08 9.7652782e-12 8.9474358e-10 0.0 0.0 0.0 1.6658386e-19 1.3339469e-13 2.3743904e-17 2.0237946e-11 2.3205844e-06 1.9079912e-07 1.6626222e-07 2.6311907e-09 6.1780875e-09 1.018825e-11 1.6679158e-09 1.617118e-14 0.0 2.1029922e-16 4.5382245e-10 2.9615689e-09 2.4498325e-06 2.0587278e-06 1.563915e-05 6.8551889e-07 5.8022759e-05 5.1253737e-08 0.00012394721 1.4814424e-09 0.00024523651 9.9967493e-21 1.8453057e-14 1.1502514e-09 1.6023465e-08 2.4580428e-06 2.850303e-06 0.00023204561 3.0417323e-06 2.6752068e-10 0.0 4.2301741e-09 4.8829792e-10 4.9101419e-06 4.3936284e-05 0.00036944652 6.4326301e-05 0.00020615678 2.4141217e-07 5.6663502e-06
